"OccMetID","Area_Title","Primary_State","Occupation_Title","Occupation_Group","Total_Employees_Met","Employee_PCT_Met","Jobs_1000_Met","Loc_Quotient_Met","H_Mean_Met","A_Mean_Met","Mean_PCT_Met","H_PCT10_Met","H_PCT25_Met","H_Median_Met","H_PCT75_Met","H_PCT90_Met","A_PCT10_Met","A_PCT25_Met","A_Median_Met","A_PCT75_Met","A_PCT90_Met","Annual_Met","Hourly_Met"
16457,"Bremerton-Silverdale, WA",WA,"Special Education Teachers, Middle School",detailed,40,5.70,0.515,0.92,,79540.00,0.70,,,,,,58680.00,63450.00,77150.00,97780.00,103870.00,TRUE,""
16458,"Bremerton-Silverdale, WA",WA,"Special Education Teachers, Secondary School",detailed,70,2.00,0.855,0.83,,81860.00,0.70,,,,,,60900.00,64360.00,77150.00,97780.00,103870.00,TRUE,""
16459,"Bremerton-Silverdale, WA",WA,Self-Enrichment Teachers,detailed,140,5.20,1.634,1.06,22.18,46140.00,4.40,14.51,17.61,22.31,23.08,33.45,30170.00,36630.00,46410.00,48010.00,69580.00,"",""
16460,"Bremerton-Silverdale, WA",WA,"Substitute Teachers, Short-Term",detailed,400,0.90,4.630,1.74,18.87,39240.00,0.60,17.57,17.57,18.55,21.30,21.38,36550.00,36550.00,38590.00,44300.00,44480.00,"",""
16461,"Bremerton-Silverdale, WA",WA,"Teachers and Instructors, All Other",detailed,170,1.80,2.026,1.73,,85640.00,0.50,,,,,,73170.00,80250.00,84990.00,92060.00,96200.00,TRUE,""
16462,"Bremerton-Silverdale, WA",WA,Librarians and Media Collections Specialists,detailed,100,23.30,1.172,1.29,39.35,81860.00,5.90,30.01,30.01,38.04,47.01,49.94,62420.00,62420.00,79120.00,97780.00,103870.00,"",""
16463,"Bremerton-Silverdale, WA",WA,Library Technicians,detailed,70,36.00,0.815,1.57,23.00,47840.00,10.60,18.13,18.13,23.00,24.14,31.89,37700.00,37700.00,47830.00,50210.00,66330.00,"",""
16464,"Bremerton-Silverdale, WA",WA,Instructional Coordinators,detailed,60,5.30,0.692,0.53,41.75,86840.00,2.00,26.97,34.81,45.57,49.94,50.16,56100.00,72390.00,94790.00,103870.00,104340.00,"",""
16465,"Bremerton-Silverdale, WA",WA,"Teaching Assistants, Except Postsecondary",detailed,1120,1.40,12.958,1.54,,40800.00,0.60,,,,,,29950.00,36450.00,43050.00,46750.00,49090.00,TRUE,""
16466,"Bremerton-Silverdale, WA",WA,"Arts, Design, Entertainment, Sports, and Media Occupations",major,770,4.10,8.960,0.70,27.80,57810.00,2.60,14.55,17.41,23.51,35.50,48.52,30270.00,36200.00,48890.00,73840.00,100920.00,"",""
16467,"Bremerton-Silverdale, WA",WA,Floral Designers,detailed,50,13.60,0.533,2.09,17.16,35700.00,2.40,14.51,14.51,17.41,17.94,22.68,30180.00,30180.00,36200.00,37310.00,47170.00,"",""
16468,"Bremerton-Silverdale, WA",WA,Graphic Designers,detailed,70,12.10,0.800,0.55,29.24,60820.00,5.90,18.60,22.71,27.65,35.59,44.04,38680.00,47230.00,57520.00,74030.00,91610.00,"",""
16469,"Bremerton-Silverdale, WA",WA,Merchandise Displayers and Window Trimmers,detailed,120,15.90,1.422,1.25,18.44,38350.00,3.70,14.48,14.72,17.34,18.37,27.76,30120.00,30620.00,36060.00,38210.00,57750.00,"",""
16470,"Bremerton-Silverdale, WA",WA,Coaches and Scouts,detailed,180,9.00,2.054,1.49,,47200.00,2.70,,,,,,29690.00,30840.00,39160.00,49760.00,75370.00,TRUE,""
16471,"Bremerton-Silverdale, WA",WA,Public Relations Specialists,detailed,70,7.20,0.859,0.50,37.06,77090.00,3.90,22.97,26.58,36.98,47.62,51.69,47770.00,55290.00,76920.00,99040.00,107520.00,"",""
16472,"Bremerton-Silverdale, WA",WA,Technical Writers,detailed,50,28.20,0.629,1.86,42.49,88390.00,11.10,29.24,30.30,38.54,49.04,62.52,60820.00,63020.00,80150.00,102000.00,130040.00,"",""
16473,"Bremerton-Silverdale, WA",WA,Healthcare Practitioners and Technical Occupations,major,4070,1.70,47.173,0.76,45.70,95050.00,1.90,21.03,28.52,37.58,48.64,64.09,43750.00,59320.00,78160.00,101180.00,133300.00,"",""
16474,"Bremerton-Silverdale, WA",WA,"Dentists, General",detailed,80,38.20,0.966,1.25,74.69,155360.00,9.80,13.93,13.95,84.15,,,28980.00,29020.00,175030.00,,,"",""
16475,"Bremerton-Silverdale, WA",WA,Pharmacists,detailed,200,4.00,2.346,1.06,63.40,131880.00,1.20,50.06,59.94,62.04,73.31,78.88,104120.00,124680.00,129040.00,152480.00,164070.00,"",""
16476,"Bremerton-Silverdale, WA",WA,Physician Assistants,detailed,70,16.00,0.812,0.86,63.47,132010.00,4.70,48.02,49.44,61.92,74.56,77.88,99880.00,102840.00,128800.00,155080.00,161990.00,"",""
16477,"Bremerton-Silverdale, WA",WA,Occupational Therapists,detailed,60,7.60,0.734,0.81,40.52,84280.00,1.70,30.00,36.27,38.09,47.76,48.31,62400.00,75440.00,79240.00,99340.00,100490.00,"",""
16478,"Bremerton-Silverdale, WA",WA,Physical Therapists,detailed,140,5.40,1.565,0.98,44.38,92310.00,0.70,37.23,37.52,45.97,48.36,49.30,77440.00,78040.00,95620.00,100590.00,102540.00,"",""
16479,"Bremerton-Silverdale, WA",WA,Speech-Language Pathologists,detailed,90,14.70,1.014,0.97,40.44,84110.00,2.50,29.83,36.11,38.16,48.18,48.43,62040.00,75100.00,79370.00,100200.00,100720.00,"",""
16480,"Bremerton-Silverdale, WA",WA,Veterinarians,detailed,60,6.80,0.738,1.35,52.94,110120.00,3.40,36.00,45.69,48.64,62.26,79.08,74870.00,95020.00,101180.00,129510.00,164480.00,"",""
16481,"Bremerton-Silverdale, WA",WA,Registered Nurses,detailed,1310,3.10,15.212,0.70,42.89,89210.00,0.80,30.00,37.02,38.27,47.30,59.72,62390.00,77010.00,79590.00,98390.00,124230.00,"",""
16482,"Bremerton-Silverdale, WA",WA,Nurse Practitioners,detailed,60,19.30,0.663,0.40,58.41,121500.00,4.50,37.61,48.37,60.29,63.25,73.31,78230.00,100620.00,125410.00,131550.00,152480.00,"",""
16483,"Bremerton-Silverdale, WA",WA,"Physicians, All Other",detailed,130,14.50,1.473,0.81,117.38,244140.00,4.10,60.79,79.24,,,,126450.00,164830.00,,,,"",""
16484,"Bremerton-Silverdale, WA",WA,Dental Hygienists,detailed,180,15.80,2.036,1.38,50.53,105100.00,3.70,45.05,46.56,47.78,59.65,60.29,93710.00,96840.00,99380.00,124060.00,125410.00,"",""
16485,"Bremerton-Silverdale, WA",WA,Clinical Laboratory Technologists and Technicians,detailed,90,8.20,1.054,0.47,29.99,62380.00,1.90,18.39,22.72,29.23,36.50,45.69,38250.00,47250.00,60800.00,75920.00,95040.00,"",""
16486,"Bremerton-Silverdale, WA",WA,Diagnostic Medical Sonographers,detailed,30,16.20,0.375,0.67,45.73,95130.00,1.60,37.91,44.42,47.44,48.18,49.14,78850.00,92390.00,98680.00,100200.00,102210.00,"",""
16487,"Bremerton-Silverdale, WA",WA,Radiologic Technologists and Technicians,detailed,80,14.20,0.929,0.60,37.40,77790.00,2.80,28.23,29.54,37.21,45.80,47.42,58720.00,61450.00,77390.00,95270.00,98630.00,"",""
16488,"Bremerton-Silverdale, WA",WA,Emergency Medical Technicians,detailed,70,9.80,0.859,0.75,20.95,43570.00,13.30,13.69,13.69,13.69,21.64,44.50,28480.00,28480.00,28480.00,45000.00,92560.00,"",""
16489,"Bremerton-Silverdale, WA",WA,Paramedics,detailed,90,16.00,1.039,1.52,41.06,85400.00,2.60,22.45,38.24,43.00,46.88,47.64,46690.00,79530.00,89440.00,97500.00,99080.00,"",""
16490,"Bremerton-Silverdale, WA",WA,Pharmacy Technicians,detailed,220,4.30,2.547,0.82,21.67,45070.00,0.80,17.45,18.13,22.20,22.72,27.49,36290.00,37710.00,46170.00,47260.00,57180.00,"",""
16491,"Bremerton-Silverdale, WA",WA,Surgical Technologists,detailed,50,25.60,0.619,0.80,27.81,57840.00,2.30,22.39,23.11,28.57,29.41,37.42,46580.00,48070.00,59420.00,61180.00,77830.00,"",""
16492,"Bremerton-Silverdale, WA",WA,Veterinary Technologists and Technicians,detailed,70,6.30,0.847,1.01,21.41,44520.00,1.50,17.63,18.21,21.78,22.35,28.19,36670.00,37870.00,45310.00,46490.00,58640.00,"",""
16493,"Bremerton-Silverdale, WA",WA,Ophthalmic Medical Technicians,detailed,70,37.50,0.861,1.85,20.97,43610.00,2.10,17.61,17.64,18.58,22.83,28.38,36630.00,36690.00,38640.00,47480.00,59040.00,"",""
16494,"Bremerton-Silverdale, WA",WA,Licensed Practical and Licensed Vocational Nurses,detailed,250,6.60,2.862,0.63,28.79,59890.00,1.20,22.83,27.52,29.00,29.45,35.15,47490.00,57230.00,60320.00,61250.00,73110.00,"",""
16495,"Bremerton-Silverdale, WA",WA,Medical Records Specialists,detailed,110,12.00,1.220,0.95,22.72,47270.00,1.70,17.26,18.07,22.43,25.30,30.02,35910.00,37580.00,46660.00,52620.00,62430.00,"",""
16496,"Bremerton-Silverdale, WA",WA,"Opticians, Dispensing",detailed,70,8.60,0.864,1.66,21.95,45650.00,1.70,14.19,17.94,22.13,27.30,28.19,29520.00,37320.00,46040.00,56790.00,58640.00,"",""
16497,"Bremerton-Silverdale, WA",WA,"Health Technologists and Technicians, All Other",detailed,120,14.40,1.383,1.38,24.14,50200.00,2.20,17.85,18.10,22.43,28.38,29.74,37130.00,37650.00,46660.00,59040.00,61860.00,"",""
16498,"Bremerton-Silverdale, WA",WA,Healthcare Support Occupations,major,3900,7.70,45.135,0.96,18.39,38250.00,1.60,14.33,14.48,17.78,18.62,23.15,29800.00,30120.00,36990.00,38720.00,48150.00,"",""
16499,"Bremerton-Silverdale, WA",WA,Home Health and Personal Care Aides,detailed,1560,20.10,18.020,0.75,15.75,32760.00,1.60,14.24,14.33,14.33,17.83,17.93,29620.00,29800.00,29800.00,37080.00,37300.00,"",""
16500,"Bremerton-Silverdale, WA",WA,Nursing Assistants,detailed,880,4.20,10.142,1.09,17.57,36550.00,0.70,14.64,14.82,17.74,18.03,21.27,30460.00,30820.00,36900.00,37500.00,44240.00,"",""
16501,"Bremerton-Silverdale, WA",WA,Physical Therapist Assistants,detailed,40,7.50,0.497,0.75,26.56,55240.00,3.20,14.77,22.93,28.50,30.27,37.44,30730.00,47700.00,59280.00,62960.00,77880.00,"",""
16502,"Bremerton-Silverdale, WA",WA,Massage Therapists,detailed,60,17.40,0.744,1.29,35.99,74850.00,3.70,29.11,29.49,29.76,38.59,60.98,60550.00,61340.00,61910.00,80270.00,126840.00,"",""
16503,"Bremerton-Silverdale, WA",WA,Dental Assistants,detailed,340,7.50,3.982,1.62,22.21,46200.00,2.40,17.32,18.51,22.71,23.15,28.65,36030.00,38500.00,47240.00,48150.00,59590.00,"",""
16504,"Bremerton-Silverdale, WA",WA,Medical Assistants,detailed,550,5.60,6.326,1.22,21.20,44090.00,1.30,17.63,18.11,21.97,23.01,27.97,36680.00,37660.00,45690.00,47860.00,58180.00,"",""
16505,"Bremerton-Silverdale, WA",WA,Medical Equipment Preparers,detailed,40,21.90,0.475,1.09,19.83,41250.00,4.80,14.65,15.10,18.05,22.36,26.74,30470.00,31400.00,37550.00,46500.00,55620.00,"",""
16506,"Bremerton-Silverdale, WA",WA,Pharmacy Aides,detailed,60,11.70,0.653,2.11,17.17,35710.00,1.30,14.34,14.39,17.06,17.54,22.48,29820.00,29930.00,35480.00,36490.00,46770.00,"",""
16507,"Bremerton-Silverdale, WA",WA,Veterinary Assistants and Laboratory Animal Caretakers,detailed,100,6.80,1.187,1.69,16.33,33970.00,1.50,14.24,14.41,16.91,17.78,17.90,29620.00,29980.00,35170.00,36990.00,37230.00,"",""
16508,"Bremerton-Silverdale, WA",WA,"Healthcare Support Workers, All Other",detailed,130,5.20,1.483,1.93,23.00,47840.00,1.20,15.03,17.95,22.82,27.60,29.72,31260.00,37330.00,47470.00,57410.00,61820.00,"",""
16509,"Bremerton-Silverdale, WA",WA,Protective Service Occupations,major,1760,3.90,20.420,0.85,32.93,68490.00,2.40,16.14,18.83,29.73,46.90,51.78,33560.00,39160.00,61830.00,97550.00,107710.00,"",""
16510,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Police and Detectives,detailed,90,6.10,1.024,1.13,53.41,111090.00,0.80,32.27,48.19,52.03,61.38,66.96,67120.00,100240.00,108230.00,127670.00,139280.00,"",""
16511,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Firefighting and Prevention Workers,detailed,130,15.70,1.492,2.60,54.28,112900.00,3.10,44.58,47.64,55.30,61.70,66.15,92730.00,99090.00,115020.00,128330.00,137590.00,"",""
16512,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Security Workers,detailed,40,10.20,0.453,1.15,26.11,54300.00,5.40,14.98,22.05,24.71,30.69,36.64,31150.00,45860.00,51410.00,63840.00,76210.00,"",""
16513,"Bremerton-Silverdale, WA",WA,Firefighters,detailed,300,14.50,3.475,1.54,38.13,79310.00,6.50,25.47,30.43,38.48,48.10,49.36,52980.00,63290.00,80040.00,100050.00,102660.00,"",""
16514,"Bremerton-Silverdale, WA",WA,Detectives and Criminal Investigators,detailed,,,,,53.63,111550.00,0.50,36.34,42.56,49.99,70.77,74.81,75590.00,88520.00,103980.00,147200.00,155600.00,"",""
16515,"Bremerton-Silverdale, WA",WA,Police and Sheriff's Patrol Officers,detailed,300,4.90,3.499,0.74,40.43,84100.00,1.10,24.53,34.06,45.68,47.38,51.78,51020.00,70850.00,95010.00,98560.00,107710.00,"",""
16516,"Bremerton-Silverdale, WA",WA,Security Guards,detailed,470,6.20,5.489,0.73,20.45,42540.00,6.90,14.55,16.21,17.09,21.79,29.60,30260.00,33730.00,35540.00,45330.00,61560.00,"",""
16517,"Bremerton-Silverdale, WA",WA,"Protective Service Workers, All Other",detailed,160,16.00,1.843,2.59,20.28,42190.00,4.80,14.64,14.64,19.24,23.85,27.89,30450.00,30460.00,40010.00,49600.00,58010.00,"",""
16518,"Bremerton-Silverdale, WA",WA,Food Preparation and Serving Related Occupations,major,8150,0.90,94.366,1.19,17.62,36640.00,0.90,14.36,14.57,15.14,18.16,23.26,29870.00,30300.00,31490.00,37770.00,48380.00,"",""
16519,"Bremerton-Silverdale, WA",WA,Chefs and Head Cooks,detailed,90,27.40,1.097,1.19,24.66,51290.00,13.20,14.29,17.74,23.55,28.41,37.99,29720.00,36910.00,48970.00,59090.00,79010.00,"",""
16520,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Food Preparation and Serving Workers,detailed,930,3.80,10.814,1.46,21.79,45330.00,1.40,14.90,17.47,21.55,23.76,29.92,30990.00,36340.00,44820.00,49410.00,62230.00,"",""
16521,"Bremerton-Silverdale, WA",WA,"Cooks, Fast Food",detailed,330,14.40,3.879,0.71,15.58,32400.00,1.40,14.26,14.54,14.93,17.14,17.53,29660.00,30240.00,31050.00,35660.00,36460.00,"",""
16522,"Bremerton-Silverdale, WA",WA,"Cooks, Institution and Cafeteria",detailed,210,3.90,2.428,0.87,19.17,39880.00,0.90,15.04,16.83,18.43,21.95,23.48,31280.00,35000.00,38330.00,45650.00,48840.00,"",""
16523,"Bremerton-Silverdale, WA",WA,"Cooks, Restaurant",detailed,860,3.00,9.988,1.18,18.08,37610.00,1.00,14.97,17.12,17.77,18.31,22.06,31130.00,35610.00,36960.00,38080.00,45890.00,"",""
16524,"Bremerton-Silverdale, WA",WA,"Cooks, Short Order",detailed,40,21.90,0.521,0.59,16.54,34410.00,5.40,14.25,14.77,14.95,17.68,21.10,29630.00,30710.00,31100.00,36770.00,43890.00,"",""
16525,"Bremerton-Silverdale, WA",WA,Food Preparation Workers,detailed,440,8.70,5.124,0.92,16.85,35050.00,1.20,14.46,15.02,16.19,17.79,20.10,30070.00,31240.00,33680.00,37010.00,41800.00,"",""
16526,"Bremerton-Silverdale, WA",WA,Bartenders,detailed,320,5.60,3.666,1.06,19.63,40830.00,2.90,13.91,14.47,16.78,22.83,30.91,28930.00,30090.00,34910.00,47490.00,64290.00,"",""
16527,"Bremerton-Silverdale, WA",WA,Fast Food and Counter Workers,detailed,2800,3.20,32.385,1.47,15.39,32010.00,0.80,14.32,14.47,14.62,15.47,17.89,29790.00,30100.00,30410.00,32180.00,37210.00,"",""
16528,"Bremerton-Silverdale, WA",WA,Waiters and Waitresses,detailed,1010,4.10,11.736,0.92,20.69,43040.00,3.50,14.15,14.64,17.24,23.74,31.61,29440.00,30460.00,35860.00,49390.00,65740.00,"",""
16529,"Bremerton-Silverdale, WA",WA,"Food Servers, Nonrestaurant",detailed,290,10.10,3.335,1.93,16.51,34330.00,1.10,14.54,14.90,15.02,17.31,22.68,30240.00,30990.00,31240.00,36000.00,47170.00,"",""
16530,"Bremerton-Silverdale, WA",WA,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,230,13.70,2.641,1.10,15.79,32850.00,1.60,14.14,14.65,14.84,15.24,17.91,29410.00,30480.00,30860.00,31700.00,37250.00,"",""
16531,"Bremerton-Silverdale, WA",WA,Dishwashers,detailed,360,7.60,4.121,1.54,15.99,33260.00,2.20,14.37,14.47,14.88,17.23,18.72,29880.00,30090.00,30940.00,35840.00,38940.00,"",""
16532,"Bremerton-Silverdale, WA",WA,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,220,8.40,2.596,1.13,15.62,32500.00,1.80,14.15,14.41,14.64,14.88,17.20,29440.00,29980.00,30460.00,30940.00,35780.00,"",""
16533,"Bremerton-Silverdale, WA",WA,Building and Grounds Cleaning and Maintenance Occupations,major,2340,2.30,27.087,0.93,18.87,39260.00,1.00,14.53,14.80,17.92,21.96,24.13,30220.00,30790.00,37270.00,45680.00,50180.00,"",""
16534,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,50,17.10,0.568,0.52,24.04,50010.00,2.80,14.69,18.97,23.44,29.30,30.28,30550.00,39470.00,48750.00,60950.00,62990.00,"",""
16535,"Bremerton-Silverdale, WA",WA,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1120,3.30,12.933,0.89,18.26,37990.00,0.60,14.56,14.79,17.92,18.50,23.34,30270.00,30750.00,37270.00,38470.00,48560.00,"",""
16536,"Bremerton-Silverdale, WA",WA,Maids and Housekeeping Cleaners,detailed,310,6.50,3.561,0.69,15.62,32490.00,1.00,14.14,14.51,14.71,17.06,18.32,29410.00,30180.00,30610.00,35490.00,38100.00,"",""
16537,"Bremerton-Silverdale, WA",WA,Pest Control Workers,detailed,30,6.30,0.380,0.63,21.24,44180.00,7.50,18.12,18.70,18.70,23.30,29.20,37690.00,38890.00,38890.00,48470.00,60730.00,"",""
16538,"Bremerton-Silverdale, WA",WA,Landscaping and Groundskeeping Workers,detailed,680,7.20,7.896,1.25,19.41,40360.00,2.60,14.62,16.43,18.12,22.14,23.86,30420.00,34160.00,37700.00,46050.00,49620.00,"",""
16539,"Bremerton-Silverdale, WA",WA,Personal Care and Service Occupations,major,1610,23.90,18.696,1.03,19.45,40450.00,5.50,14.26,14.36,17.12,22.10,27.93,29660.00,29880.00,35620.00,45970.00,58100.00,"",""
16540,"Bremerton-Silverdale, WA",WA,Animal Caretakers,detailed,160,9.90,1.875,1.17,16.17,33640.00,1.90,14.14,14.25,14.63,17.44,18.24,29410.00,29640.00,30420.00,36280.00,37930.00,"",""
16541,"Bremerton-Silverdale, WA",WA,Amusement and Recreation Attendants,detailed,120,6.20,1.397,0.75,14.73,30630.00,0.90,13.69,13.69,14.36,14.65,16.88,28480.00,28480.00,29860.00,30470.00,35110.00,"",""
16542,"Bremerton-Silverdale, WA",WA,"Hairdressers, Hairstylists, and Cosmetologists",detailed,210,6.30,2.476,1.22,21.38,44460.00,1.80,16.88,18.13,22.39,23.11,29.06,35120.00,37710.00,46570.00,48060.00,60440.00,"",""
16543,"Bremerton-Silverdale, WA",WA,Childcare Workers,detailed,110,12.50,1.266,0.41,15.59,32420.00,1.70,14.21,14.36,14.52,16.43,18.41,29550.00,29860.00,30210.00,34180.00,38290.00,"",""
16544,"Bremerton-Silverdale, WA",WA,Exercise Trainers and Group Fitness Instructors,detailed,150,5.40,1.794,1.14,28.80,59910.00,8.60,14.56,18.38,23.43,29.84,59.12,30280.00,38230.00,48730.00,62070.00,122960.00,"",""
16545,"Bremerton-Silverdale, WA",WA,Recreation Workers,detailed,120,10.40,1.347,0.72,17.78,36990.00,1.50,14.43,14.71,16.47,18.14,22.99,30010.00,30590.00,34250.00,37740.00,47810.00,"",""
16546,"Bremerton-Silverdale, WA",WA,Sales and Related Occupations,major,7750,1.10,89.760,0.95,20.51,42650.00,1.40,14.22,14.39,17.21,22.57,29.61,29570.00,29930.00,35800.00,46950.00,61600.00,"",""
16547,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Retail Sales Workers,detailed,920,5.40,10.601,1.31,23.86,49630.00,1.00,17.46,18.16,22.57,28.37,34.28,36310.00,37780.00,46950.00,59000.00,71300.00,"",""
16548,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Non-Retail Sales Workers,detailed,60,11.30,0.732,0.42,41.23,85770.00,6.80,23.50,30.67,37.24,47.33,49.68,48880.00,63790.00,77450.00,98450.00,103330.00,"",""
16549,"Bremerton-Silverdale, WA",WA,Cashiers,detailed,1780,2.60,20.562,0.87,16.37,34060.00,0.50,14.06,14.22,14.47,17.64,21.85,29240.00,29570.00,30090.00,36700.00,45460.00,"",""
16550,"Bremerton-Silverdale, WA",WA,Counter and Rental Clerks,detailed,360,8.00,4.192,1.59,17.87,37170.00,1.20,14.25,14.39,17.14,20.94,22.52,29640.00,29940.00,35660.00,43550.00,46850.00,"",""
16551,"Bremerton-Silverdale, WA",WA,Parts Salespersons,detailed,160,5.20,1.801,0.96,19.23,39990.00,1.80,14.43,14.53,17.59,21.74,27.88,30010.00,30220.00,36590.00,45220.00,57990.00,"",""
16552,"Bremerton-Silverdale, WA",WA,Retail Salespersons,detailed,3260,1.70,37.718,1.44,17.37,36140.00,0.70,14.16,14.37,14.61,17.73,22.70,29450.00,29900.00,30380.00,36870.00,47220.00,"",""
16553,"Bremerton-Silverdale, WA",WA,Advertising Sales Agents,detailed,50,8.70,0.547,0.80,30.12,62650.00,5.80,14.95,21.90,27.33,43.21,43.21,31090.00,45540.00,56850.00,89880.00,89880.00,"",""
16554,"Bremerton-Silverdale, WA",WA,Insurance Sales Agents,detailed,140,14.90,1.658,0.55,24.52,50990.00,4.60,14.91,18.07,22.63,27.45,38.76,31010.00,37580.00,47060.00,57100.00,80610.00,"",""
16555,"Bremerton-Silverdale, WA",WA,"Securities, Commodities, and Financial Services Sales Agents",detailed,170,18.60,1.914,0.63,28.08,58400.00,4.40,14.73,18.42,23.73,29.61,39.00,30640.00,38310.00,49350.00,61600.00,81120.00,"",""
16556,"Bremerton-Silverdale, WA",WA,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,240,6.50,2.770,0.38,35.89,74640.00,5.20,17.80,21.82,29.26,45.03,63.83,37020.00,45380.00,60870.00,93660.00,132770.00,"",""
16557,"Bremerton-Silverdale, WA",WA,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,,,,,54.09,112510.00,9.20,23.33,29.43,48.35,66.08,95.64,48530.00,61200.00,100580.00,137450.00,198930.00,"",""
16558,"Bremerton-Silverdale, WA",WA,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,340,4.70,3.932,0.45,35.37,73570.00,3.10,18.65,23.30,30.10,38.55,59.41,38800.00,48460.00,62600.00,80180.00,123570.00,"",""
16559,"Bremerton-Silverdale, WA",WA,Demonstrators and Product Promoters,detailed,40,19.60,0.485,1.68,16.46,34240.00,4.10,14.33,14.53,14.71,17.59,18.16,29800.00,30220.00,30600.00,36590.00,37780.00,"",""
16560,"Bremerton-Silverdale, WA",WA,Real Estate Brokers,detailed,40,22.00,0.423,1.23,43.49,90460.00,8.60,29.02,29.22,38.47,45.25,81.70,60360.00,60790.00,80020.00,94110.00,169940.00,"",""
16561,"Bremerton-Silverdale, WA",WA,Real Estate Sales Agents,detailed,70,23.10,0.790,0.63,36.27,75430.00,6.10,23.06,28.61,34.56,38.26,53.38,47970.00,59500.00,71890.00,79580.00,111030.00,"",""
16562,"Bremerton-Silverdale, WA",WA,"Sales and Related Workers, All Other",detailed,,,,,17.67,36750.00,23.70,14.37,14.37,14.37,17.89,23.06,29900.00,29900.00,29900.00,37210.00,47970.00,"",""
16563,"Bremerton-Silverdale, WA",WA,Office and Administrative Support Occupations,major,9690,1.70,112.262,0.86,23.13,48100.00,0.60,14.43,17.65,22.22,27.60,32.32,30010.00,36710.00,46210.00,57410.00,67230.00,"",""
16564,"Bremerton-Silverdale, WA",WA,First-Line Supervisors of Office and Administrative Support Workers,detailed,770,3.00,8.933,0.87,34.47,71690.00,1.60,21.41,23.43,29.67,38.72,51.76,44540.00,48720.00,61710.00,80550.00,107660.00,"",""
16565,"Bremerton-Silverdale, WA",WA,Billing and Posting Clerks,detailed,310,10.80,3.548,1.16,20.22,42050.00,1.80,17.74,17.91,18.34,22.58,23.15,36890.00,37250.00,38140.00,46960.00,48150.00,"",""
16566,"Bremerton-Silverdale, WA",WA,"Bookkeeping, Accounting, and Auditing Clerks",detailed,820,4.30,9.534,0.89,24.07,50070.00,2.10,17.90,18.52,22.99,28.73,30.52,37230.00,38520.00,47820.00,59770.00,63480.00,"",""
16567,"Bremerton-Silverdale, WA",WA,Payroll and Timekeeping Clerks,detailed,50,27.00,0.623,0.59,26.67,55480.00,2.10,18.27,21.97,23.81,30.14,34.94,38000.00,45690.00,49530.00,62690.00,72680.00,"",""
16568,"Bremerton-Silverdale, WA",WA,Procurement Clerks,detailed,160,4.20,1.802,4.10,25.79,53630.00,0.90,21.85,23.77,26.07,28.37,29.90,45450.00,49440.00,54230.00,59010.00,62190.00,"",""
16569,"Bremerton-Silverdale, WA",WA,Tellers,detailed,280,7.60,3.210,1.24,19.12,39760.00,1.80,14.71,17.63,17.92,22.09,22.94,30600.00,36670.00,37280.00,45940.00,47700.00,"",""
16570,"Bremerton-Silverdale, WA",WA,"Court, Municipal, and License Clerks",detailed,120,6.30,1.373,1.29,26.51,55140.00,1.20,22.71,22.79,28.47,29.00,29.80,47230.00,47400.00,59210.00,60320.00,61990.00,"",""
16571,"Bremerton-Silverdale, WA",WA,Customer Service Representatives,detailed,920,4.00,10.644,0.54,18.46,38390.00,1.00,14.27,14.44,17.41,21.94,25.93,29680.00,30020.00,36210.00,45640.00,53940.00,"",""
16572,"Bremerton-Silverdale, WA",WA,"Eligibility Interviewers, Government Programs",detailed,80,11.10,0.929,0.86,26.30,54700.00,1.60,22.91,23.00,25.37,29.43,30.16,47640.00,47830.00,52770.00,61210.00,62740.00,"",""
16573,"Bremerton-Silverdale, WA",WA,"Hotel, Motel, and Resort Desk Clerks",detailed,80,7.80,0.946,0.60,15.24,31700.00,1.60,14.14,14.18,14.46,14.59,17.59,29420.00,29490.00,30070.00,30340.00,36590.00,"",""
16574,"Bremerton-Silverdale, WA",WA,"Library Assistants, Clerical",detailed,80,38.70,0.902,1.62,18.75,39010.00,5.90,17.68,17.68,17.68,22.68,22.68,36780.00,36780.00,36780.00,47180.00,47180.00,"",""
16575,"Bremerton-Silverdale, WA",WA,Loan Interviewers and Clerks,detailed,110,8.10,1.259,0.74,23.98,49880.00,2.40,17.92,18.34,22.72,27.23,29.61,37270.00,38140.00,47260.00,56630.00,61590.00,"",""
